distance,elevation,terrain,dangerous,risk
166,550,sand,1,248
112,450,dirt,1,174
152,850,rocky,0,196
88,1050,rocky,1,183
106,550,sand,0,138
100,1050,dirt,1,165
158,2000,sand,1,248
157,1800,dirt,1,226
92,850,rocky,1,186
199,450,paved,0,201
12,600,dirt,1,75
16,1000,dirt,1,81
135,700,paved,0,138
128,650,rocky,0,171
122,300,sand,0,153
189,1400,rocky,1,286
45,1800,sand,1,134
172,1950,sand,1,261
37,1050,rocky,0,82
13,1050,sand,0,48
145,200,rocky,1,236
42,850,dirt,0,56
140,1250,sand,1,226
1,100,rocky,1,91
124,1600,sand,0,162
181,1950,sand,1,270
181,1650,paved,0,189
42,0,rocky,0,82
182,150,paved,0,182
193,1150,paved,1,248
106,1100,sand,1,191
124,1950,paved,1,183
68,2000,dirt,1,138
17,1750,dirt,0,35
92,850,paved,1,146
186,550,rocky,1,278
70,950,rocky,1,164
115,350,rocky,1,206
43,50,rocky,1,133
124,650,paved,1,177
74,250,dirt,0,85
152,1850,paved,0,161
170,550,dirt,1,232
55,950,dirt,0,69
110,400,sand,0,142
161,700,dirt,0,174
16,300,sand,0,47
15,750,sand,1,98
51,1250,paved,0,57
172,1400,rocky,0,219
22,0,dirt,1,82
103,1350,paved,1,159
78,1250,rocky,1,174
129,700,dirt,1,192
163,500,dirt,0,175
116,1500,paved,0,123
131,950,dirt,1,195
182,800,sand,1,266
81,650,dirt,0,94
159,1900,rocky,1,258
88,1900,sand,0,127
141,400,paved,0,143
36,300,paved,0,37
120,2000,sand,0,160
11,1700,dirt,0,29
188,1750,paved,0,196
58,400,dirt,1,120
83,300,rocky,1,174
79,400,paved,0,81
145,300,dirt,1,206
69,750,paved,0,72
102,1300,sand,1,188
22,1150,rocky,1,117
45,550,sand,0,77
178,600,paved,0,181
115,150,dirt,0,125
22,1950,paved,0,31
107,1900,paved,1,166
87,1750,sand,0,125
200,1500,sand,0,237
32,1650,paved,1,90
163,1850,rocky,1,262
145,1000,paved,1,200
40,150,dirt,0,50
121,1200,rocky,1,217
103,800,sand,1,187
63,2000,dirt,0,83
184,150,paved,0,184
192,1950,paved,0,201
108,1350,rocky,0,154
102,700,sand,1,185
187,450,rocky,0,229
59,1250,dirt,0,75
96,100,rocky,0,136
192,1150,sand,1,277
69,1300,dirt,1,135
23,300,dirt,0,34
57,1450,paved,0,64
52,800,rocky,1,146
23,1300,paved,1,79
84,50,rocky,1,174
49,500,rocky,0,91
79,100,dirt,0,89
93,750,sand,0,126
150,1200,rocky,0,196
104,1300,dirt,1,170
84,2000,dirt,1,154
56,1600,rocky,1,154
60,750,rocky,0,103
114,1450,sand,0,151
2,1400,dirt,0,19
155,250,dirt,0,166
121,1750,dirt,1,189
83,1200,paved,1,139
81,850,dirt,1,145
42,1350,sand,1,128
93,700,sand,0,126
199,1500,rocky,0,246
40,1800,dirt,1,109
197,1400,rocky,1,294
55,1200,dirt,0,71
50,1700,dirt,1,118
196,400,dirt,0,208
161,1300,rocky,0,207
148,1500,sand,1,235
61,450,dirt,1,123
83,0,dirt,0,93
37,950,paved,1,91
13,50,sand,0,43
40,150,paved,1,90
170,2000,sand,1,260
128,1050,paved,0,133
41,600,sand,0,74
177,50,sand,1,257
174,100,dirt,0,184
152,600,rocky,0,195
23,1350,rocky,1,119
22,250,dirt,0,33
57,50,sand,1,137
1,550,paved,1,53
131,1300,paved,1,187
64,700,dirt,0,77
191,950,dirt,1,255
182,300,sand,0,213
12,250,sand,0,43
3,1750,rocky,1,101
106,1150,sand,0,141
165,700,sand,0,198
144,1200,dirt,0,160
66,1000,sand,1,151
70,1550,paved,0,77
160,1500,dirt,0,177
64,1100,sand,0,99
70,300,dirt,0,81
76,2000,dirt,0,96
155,900,paved,0,159
133,850,rocky,1,227
100,1650,dirt,1,168
74,950,sand,0,108
21,1700,dirt,1,89
23,850,sand,1,107
191,450,sand,1,273
173,1400,rocky,0,220
49,1600,dirt,1,117
88,1550,sand,0,125
83,1300,dirt,1,149
8,450,rocky,1,100
157,650,sand,1,240
158,150,rocky,1,248
155,950,dirt,1,219
192,150,sand,1,272
182,500,rocky,1,274
43,1250,rocky,1,139
57,800,paved,1,111
117,1800,sand,0,156
21,1050,paved,0,26
116,1400,dirt,1,183
199,150,sand,1,279
45,300,paved,0,46
123,1700,sand,0,161
101,1100,paved,1,156
195,400,rocky,1,287
103,1600,paved,1,161
155,50,paved,1,205
50,700,sand,1,133
1,1950,rocky,1,100
177,1650,sand,1,265
48,800,rocky,0,92
106,300,dirt,1,167
143,1050,rocky,1,238
82,1250,rocky,1,178
148,550,dirt,0,160
120,1500,dirt,0,137
133,50,paved,1,183
84,1850,rocky,0,133
111,1650,rocky,0,159
52,1800,dirt,0,71
65,1850,paved,1,124
64,900,dirt,0,78
134,750,sand,1,217
136,200,sand,0,167
54,50,paved,0,54
89,750,sand,1,172
92,900,paved,0,96
77,1900,rocky,1,176
164,1800,rocky,1,263
24,2000,paved,1,84
161,50,dirt,0,171
182,1350,dirt,0,198
132,800,sand,0,166
88,0,rocky,1,178
140,1750,dirt,1,208
140,1850,dirt,0,159
36,550,rocky,1,128
165,150,rocky,0,205
72,1350,rocky,0,118
197,1050,sand,0,232
76,1200,paved,0,82
132,1800,paved,1,191
23,1400,sand,0,60
125,1300,paved,1,181
58,550,dirt,1,120
199,900,paved,0,203
120,1250,rocky,0,166
25,1700,dirt,1,93
184,1600,sand,1,272
140,1200,sand,1,226
165,1250,rocky,1,261
144,1050,sand,1,229
92,1850,paved,0,101
150,1700,rocky,0,198
151,1850,rocky,0,200
139,1850,rocky,1,238
200,850,rocky,0,244
133,1800,sand,1,222
167,200,paved,1,218
20,1250,sand,0,56
35,150,rocky,1,125
80,1350,paved,1,136
12,500,paved,1,64
49,550,rocky,0,91
159,600,dirt,0,172
123,50,dirt,1,183
86,600,paved,0,89
100,1450,paved,0,107
136,1650,rocky,1,234
42,1500,rocky,0,89
134,500,dirt,1,196
30,1750,sand,0,68
131,1250,dirt,0,147
111,1900,rocky,1,210
105,900,sand,0,139
51,2000,paved,0,61
116,300,paved,0,117
127,1900,dirt,0,146
165,200,dirt,1,226
170,1350,dirt,0,186
183,300,paved,1,234
189,1850,dirt,1,258
162,550,dirt,0,174
48,1750,dirt,0,66
122,1500,rocky,0,169
132,1500,dirt,1,199
112,1150,paved,1,167
119,1300,rocky,0,165
87,1350,paved,0,93
21,150,rocky,1,111
46,150,dirt,0,56
102,1600,rocky,0,150
131,50,paved,0,131
64,1850,paved,0,73
163,1700,sand,0,201
148,1950,sand,0,187
127,1000,dirt,0,142
30,700,dirt,1,93
129,1600,sand,1,217
62,800,dirt,0,76
125,1350,dirt,0,141
67,1150,paved,0,72
44,1100,sand,1,129
126,600,sand,1,209
198,1750,dirt,1,266
181,1050,dirt,0,196
175,1250,rocky,0,221
18,1100,dirt,0,33
121,1650,rocky,1,219
81,650,sand,0,114
110,600,sand,0,143
108,1800,dirt,0,127
90,2000,paved,0,100
47,400,dirt,0,59
35,1550,sand,1,122
196,800,sand,1,280
167,350,dirt,0,178
68,2000,paved,1,128
26,1450,paved,1,83
164,1400,rocky,1,261
190,500,dirt,1,252
149,1800,sand,1,238
139,600,sand,1,222
23,100,rocky,1,113
4,1300,sand,0,40
101,2000,dirt,1,171
136,0,sand,1,216
124,1800,rocky,0,173
124,1150,paved,0,129
70,1300,rocky,0,116
133,1450,paved,1,190
73,950,sand,1,157
73,1950,rocky,1,172
70,350,sand,1,151
168,400,rocky,1,260
173,0,rocky,0,213
9,650,paved,0,12
12,1500,rocky,0,59
142,650,dirt,0,155
155,750,rocky,0,198
86,50,dirt,1,146
50,600,sand,0,83
73,650,sand,0,106
7,1550,paved,1,64
25,1350,paved,1,81
16,1350,paved,0,22
27,250,sand,1,108
33,100,sand,0,63
59,950,dirt,1,123
181,300,rocky,1,272
82,1450,dirt,1,149
143,1750,dirt,1,211
119,0,paved,1,169
16,1700,rocky,1,114
47,1300,rocky,1,143
126,1850,dirt,0,145
45,400,paved,1,97
108,1700,dirt,1,176
98,550,dirt,1,160
159,1050,rocky,1,254
176,50,sand,1,256
170,1550,dirt,1,237
172,1500,sand,1,259
110,1900,paved,1,169
7,1200,paved,0,13
65,1400,sand,1,152
181,1900,dirt,1,250
96,1200,sand,0,132
133,800,sand,0,167
132,1250,paved,0,138
3,750,sand,0,36
65,1750,dirt,0,83
119,400,rocky,0,161
123,1950,rocky,0,172
165,300,rocky,0,206
180,50,dirt,0,190
186,1500,sand,0,223
14,500,rocky,1,106
146,700,paved,0,149
17,650,sand,1,100
20,100,rocky,1,110
72,1700,dirt,0,90
16,2000,sand,1,106
63,900,dirt,0,77
85,1500,dirt,0,102
127,650,paved,0,130
113,550,rocky,0,155
18,1000,dirt,1,83
28,1850,sand,1,117
132,1650,paved,1,190
105,1050,sand,0,140
152,1650,paved,1,210
156,1900,rocky,0,205
49,850,rocky,1,143
64,350,dirt,1,125
69,700,sand,1,152
55,1250,paved,0,61
150,1250,paved,1,206
180,400,paved,1,232
179,1500,dirt,0,196
107,1350,paved,1,163
53,1050,rocky,1,148
199,350,rocky,1,290
21,0,rocky,0,61
24,0,dirt,1,84
175,1900,dirt,0,194
192,1550,rocky,1,289
197,1350,dirt,0,213
174,100,dirt,0,184
151,250,rocky,0,192
46,350,rocky,1,137
41,100,rocky,1,131
83,600,rocky,0,126
12,650,paved,0,15
111,450,dirt,1,173
70,1050,dirt,0,85
88,200,dirt,0,99
80,1650,sand,0,118
33,1050,paved,1,88
190,1900,paved,0,199
140,1100,dirt,0,155
19,1300,rocky,1,115
197,850,sand,0,231
37,1550,paved,1,94
87,1850,sand,0,126
94,1100,sand,0,129
115,150,rocky,1,205
123,100,paved,1,173
54,400,rocky,0,96
60,1650,paved,0,68
121,1150,rocky,1,216
68,1050,sand,1,153
66,800,sand,1,150
10,1600,paved,1,68
24,150,paved,0,24
49,50,dirt,0,59
155,1550,rocky,1,252
20,250,paved,0,21
173,950,dirt,0,187
41,100,dirt,0,51
139,1200,dirt,1,205
103,1500,rocky,1,200
133,600,dirt,1,196
154,850,paved,0,158
39,300,dirt,1,100
99,900,sand,1,183
94,1900,dirt,1,163
1,850,paved,1,55
145,550,paved,1,197
39,1300,sand,0,75
12,200,paved,0,13
25,1950,rocky,0,74
114,1000,sand,1,199
161,1600,rocky,1,259
42,1700,rocky,1,140
139,1100,rocky,0,184
118,1000,rocky,0,163
7,1600,dirt,1,75
190,650,dirt,0,203
24,1600,dirt,0,42
118,550,rocky,1,210
17,150,sand,1,97
60,300,rocky,1,151
188,950,paved,0,192
169,1350,dirt,0,185
101,850,paved,1,155
26,700,dirt,1,89
39,1100,rocky,0,84
182,1950,sand,0,221
191,1450,sand,0,228
161,50,dirt,0,171
164,1750,sand,1,252
151,1250,rocky,1,247
125,1600,rocky,1,223
182,1500,rocky,1,279
151,750,rocky,0,194
131,900,sand,0,165
172,850,rocky,0,216
120,1700,dirt,1,188
128,1650,rocky,1,226
114,1850,paved,1,173
28,100,sand,1,108
196,1200,dirt,0,212
182,1050,rocky,0,227
151,1000,dirt,0,166
138,950,rocky,0,182
49,1550,rocky,0,96
26,700,dirt,0,39
56,1000,paved,0,61
94,1750,paved,0,102
134,950,sand,1,218
135,600,paved,1,188
10,1100,sand,0,45
33,1950,sand,0,72
184,1450,paved,0,191
126,950,rocky,1,220
21,1400,sand,0,58
177,50,rocky,0,217
63,800,paved,0,67
33,1650,sand,1,121
161,1550,paved,0,168
169,300,rocky,0,210
47,400,paved,1,99
45,1500,rocky,0,92
110,1400,rocky,1,207
142,350,dirt,1,203
3,1400,sand,0,40
148,300,sand,0,179
196,0,paved,0,196
69,1050,sand,0,104
164,1100,paved,1,219
82,1650,sand,1,170
72,950,paved,0,76
135,300,paved,1,186
64,0,paved,1,114
73,100,rocky,0,113
60,600,paved,1,113
187,650,paved,1,240
87,1850,paved,0,96
59,1650,paved,0,67
198,150,rocky,1,288
137,1900,paved,0,146
66,1950,paved,1,125
100,800,rocky,1,194
121,1700,paved,1,179
96,50,sand,1,176
127,1950,sand,1,216
59,700,rocky,1,152
47,1000,dirt,0,62
118,1050,paved,0,123
37,1450,sand,0,74
112,1550,dirt,1,179
144,700,dirt,0,157
172,1600,dirt,0,190
31,1600,sand,1,119
116,500,sand,0,148
54,600,dirt,0,67
175,1100,dirt,1,240
131,650,dirt,1,194
90,1300,rocky,0,136
157,1600,rocky,1,255
68,1100,dirt,0,83
113,800,paved,0,117
63,1100,rocky,0,108
73,1100,dirt,0,88
193,1700,rocky,1,291
11,300,dirt,0,22
59,400,paved,1,111
99,850,rocky,1,193
50,1600,dirt,1,118
34,1200,paved,1,90
63,150,sand,1,143
110,1800,sand,0,149
193,1150,sand,1,278
13,1050,rocky,0,58
38,850,sand,1,122
46,1000,rocky,1,141
143,1200,rocky,1,239
26,350,rocky,0,67
182,1150,rocky,0,227
68,2000,dirt,1,138
174,2000,paved,0,184
52,1100,rocky,0,97
191,0,dirt,1,251
123,1350,dirt,0,139
175,750,dirt,0,188
25,1100,rocky,1,120
127,1900,sand,0,166
101,800,sand,1,185
62,1650,dirt,0,80
184,1450,rocky,0,231
189,1050,dirt,0,204
13,1650,paved,1,71
198,150,rocky,1,288
37,1400,rocky,1,134
134,1800,paved,1,193
4,600,rocky,1,97
11,1050,paved,1,66
95,350,paved,1,146
49,850,paved,0,53
89,1300,rocky,0,135
41,1550,rocky,0,88
155,750,paved,1,208
14,1750,dirt,1,82
188,1650,paved,0,196
141,50,paved,0,141
91,1450,paved,0,98
141,1700,paved,0,149
174,1450,rocky,0,221
82,1250,rocky,1,178
117,650,paved,1,170
46,850,paved,0,50
45,1050,rocky,1,140
79,1000,paved,0,84
4,450,sand,0,36
123,1600,rocky,1,221
87,1200,sand,1,173
199,1650,rocky,0,247
159,2000,sand,1,249
12,1150,sand,1,97
4,850,dirt,1,68
159,1900,dirt,1,228
167,600,rocky,0,210
2,550,rocky,1,94
181,450,dirt,1,243
134,500,dirt,0,146
90,1100,sand,1,175
163,400,dirt,0,175
43,1750,rocky,0,91
86,1000,sand,0,121
194,350,sand,0,225
51,750,rocky,1,144
118,450,sand,0,150
53,2000,rocky,1,153
28,50,rocky,0,68
59,200,dirt,0,70
118,1200,paved,0,124
28,0,dirt,1,88
194,1600,dirt,1,262
158,50,paved,0,158
6,500,rocky,0,48
85,1900,sand,1,174
81,1500,rocky,0,128
127,1600,paved,0,135
152,1400,dirt,0,169
44,500,sand,1,126
66,900,dirt,1,130
117,0,rocky,0,157
83,700,dirt,1,146
149,850,dirt,1,213
93,1800,dirt,1,162
134,1550,paved,0,141
153,1350,paved,1,209
142,150,paved,0,142
46,1500,dirt,0,63
179,1050,sand,0,214
193,1400,paved,0,200
140,1850,dirt,1,209
121,550,paved,0,123
114,1650,paved,0,122
70,750,paved,1,123
193,250,rocky,1,284
59,100,dirt,1,119
32,200,rocky,0,73
119,1700,paved,0,127
74,1600,rocky,1,172
24,700,rocky,0,67
119,100,sand,0,149
52,450,paved,0,54
114,1700,paved,1,172
43,1050,rocky,1,138
60,650,dirt,1,123
64,500,rocky,1,156
60,750,paved,1,113
86,1550,sand,0,123
97,950,dirt,0,111
194,1200,paved,0,200
98,1000,sand,1,183
26,1250,dirt,1,92
116,1500,dirt,0,133
30,1100,paved,1,85
21,1950,rocky,1,120
15,400,paved,0,17
179,950,sand,1,263
55,1050,sand,1,140
158,1100,paved,0,163
125,1250,rocky,1,221
38,750,dirt,0,51
195,550,rocky,1,287
26,1800,rocky,0,75
141,600,sand,0,174
44,1550,dirt,0,61
137,1350,dirt,0,153
25,800,rocky,1,119
59,400,paved,1,111
184,1600,dirt,0,202
138,1500,paved,0,145
55,1650,paved,0,63
82,700,paved,0,85
23,750,dirt,0,36
101,1100,paved,1,156
166,1800,sand,0,205
76,0,paved,0,76
33,1800,dirt,1,102
15,1600,sand,0,53
37,1650,rocky,0,85
166,1400,sand,0,203
96,800,paved,1,150
186,1900,rocky,0,235
138,600,paved,1,191
123,400,sand,1,205
85,1950,paved,1,144
184,150,dirt,1,244
122,950,paved,1,176
73,1250,dirt,1,139
106,0,paved,1,156
189,900,sand,1,273
82,1150,sand,1,167
162,750,dirt,1,225
85,1850,dirt,1,154
46,100,sand,0,76
127,100,rocky,1,217
186,400,dirt,0,198
84,1550,rocky,1,181
101,450,sand,0,133
14,2000,dirt,0,34
135,450,sand,1,217
77,550,sand,1,159
21,1000,sand,0,56
11,150,paved,1,61
107,250,paved,0,108
114,1000,dirt,0,129
197,550,paved,1,249
10,1850,sand,1,99
47,950,sand,1,131
120,900,sand,0,154
90,2000,paved,0,100
165,1450,paved,0,172
157,2000,sand,1,247
66,1700,rocky,1,164
197,1250,rocky,1,293
128,1800,paved,1,187
114,300,paved,0,115
20,1700,rocky,0,68
21,0,paved,0,21
194,450,dirt,1,256
65,1400,rocky,0,112
116,1200,paved,0,122
158,1250,paved,1,214
81,1000,sand,1,166
27,1000,sand,1,112
22,2000,rocky,1,122
197,1100,rocky,0,242
191,1550,rocky,1,288
87,1600,sand,1,175
29,1750,paved,1,87
156,700,rocky,0,199
48,1550,sand,1,135
73,0,dirt,0,83
18,950,paved,1,72
40,1400,dirt,1,107
68,1250,sand,0,104
4,200,paved,0,5
52,600,paved,1,105
60,1800,paved,0,69
74,600,rocky,0,117
116,1300,paved,0,122
119,1950,dirt,1,188
80,1300,dirt,1,146
166,1450,paved,1,223
92,1400,paved,1,149
105,1050,sand,0,140
31,900,rocky,0,75
155,700,paved,1,208
76,950,dirt,1,140
161,0,paved,1,211
195,650,sand,1,278
170,150,paved,0,170
168,700,sand,0,201
142,500,dirt,1,204
6,1050,paved,1,61
180,1350,sand,1,266
105,1700,paved,0,113
66,1450,rocky,1,163
191,1850,dirt,1,260
142,1750,rocky,0,190
1,450,paved,0,3
14,1600,rocky,0,62
150,1550,dirt,0,167
13,900,rocky,1,107
38,1500,rocky,0,85
169,950,rocky,0,213
116,400,paved,1,168
161,200,rocky,0,202
41,900,paved,1,95
67,150,dirt,0,77
155,50,dirt,1,215
155,50,paved,0,155
61,1050,dirt,1,126
18,1550,paved,0,25
157,50,sand,1,237
27,1600,rocky,1,125
128,1050,rocky,1,223
147,850,sand,1,231
164,1800,dirt,1,233
70,300,paved,0,71
109,700,rocky,0,152
164,150,rocky,1,254
198,1150,sand,0,233
195,100,rocky,1,285
177,1850,sand,0,216
183,450,dirt,1,245
110,350,rocky,0,151
132,1800,paved,0,141
42,700,paved,1,95
2,1950,sand,0,41
72,100,rocky,0,112
172,1450,paved,0,179
76,550,paved,0,78
178,1200,paved,0,184
198,1200,dirt,1,264
105,1900,paved,1,164
160,500,rocky,0,202
6,750,sand,0,39
114,50,paved,0,114
169,650,paved,0,172
31,750,dirt,1,94
144,1000,dirt,1,209
89,1600,dirt,1,157
150,1350,dirt,1,216
138,1850,dirt,1,207
150,1550,paved,1,207
161,1550,rocky,1,258
183,400,dirt,1,245
25,500,paved,1,77
170,500,paved,0,172
29,400,rocky,0,71
184,1950,rocky,1,283
21,1450,rocky,0,68
162,750,rocky,0,205
71,1650,dirt,0,89
136,50,dirt,0,146
72,1950,paved,0,81
177,1850,sand,0,216
35,700,sand,0,68
165,400,dirt,1,227
70,200,dirt,0,81
183,1050,paved,1,238
89,1800,dirt,1,158
74,1550,dirt,1,141
163,100,paved,0,163
108,250,sand,0,139
93,2000,paved,0,103
81,1650,rocky,0,129
63,1700,paved,1,121
108,1000,rocky,0,153
121,1500,sand,0,158
52,1000,rocky,1,147
160,1650,paved,1,218
130,950,sand,1,214
187,1500,sand,0,224
103,1400,rocky,1,200
52,1800,dirt,1,121
66,1800,rocky,1,165
6,50,sand,1,86
137,400,paved,1,189
135,1550,sand,1,222
4,1900,sand,0,43
47,1400,rocky,1,144
60,1050,dirt,0,75
2,900,rocky,1,96
157,950,rocky,1,251
8,1800,paved,1,67
123,850,paved,0,127
45,1300,sand,1,131
195,1300,paved,0,201
126,1350,rocky,0,172
59,800,rocky,1,153
43,50,dirt,1,103
13,100,paved,0,13
32,1650,rocky,0,80
195,1400,paved,0,202
43,750,sand,1,126
54,100,paved,0,54
41,850,sand,0,75
99,0,paved,1,149
106,1950,paved,0,115
50,600,paved,1,103
98,1050,paved,0,103
188,1350,paved,1,244
93,1200,sand,1,179
56,1350,dirt,1,122
186,1050,sand,0,221
111,1900,sand,0,150
171,250,rocky,1,262
29,200,dirt,0,40
135,1400,sand,0,172
60,1600,sand,0,98
26,800,rocky,1,120
127,50,sand,1,207
23,1950,dirt,0,42
168,1700,sand,0,206
160,1050,rocky,1,255
75,200,paved,0,76
143,150,rocky,1,233
191,0,dirt,0,201
10,1800,rocky,1,109
131,1050,sand,1,216
43,650,dirt,0,56
180,50,dirt,0,190
5,1100,sand,0,40
97,1100,paved,1,152
44,950,rocky,0,88
122,250,paved,1,173
185,600,paved,0,188
132,0,sand,1,212
94,2000,rocky,1,194
88,1000,paved,0,93
198,1100,sand,0,233
178,1300,dirt,0,194
66,1000,rocky,0,111
34,900,paved,0,38
68,1700,paved,1,126
87,500,paved,0,89
136,1800,sand,1,225
139,1150,dirt,0,154
107,150,sand,0,137
8,100,dirt,0,18
19,1000,dirt,0,34
49,800,paved,1,103
108,800,dirt,0,122
21,1900,paved,1,80
148,1300,rocky,0,194
62,950,sand,1,146
197,350,dirt,0,208
12,850,paved,0,16
28,50,dirt,0,38
162,1350,dirt,0,178
11,350,rocky,1,102
66,1350,paved,0,72
55,1900,rocky,0,104
12,1600,dirt,1,80
150,1500,rocky,0,197
21,1250,paved,0,27
194,50,sand,0,224
4,750,dirt,1,67
54,200,paved,0,55
176,1050,paved,0,181
126,1600,rocky,0,174
106,50,rocky,1,196
173,350,sand,0,204
109,500,sand,0,141
68,1200,dirt,0,84
82,450,rocky,0,124
66,1150,dirt,1,131
41,250,sand,0,72
179,1200,paved,1,235
26,950,rocky,1,120
17,250,rocky,0,58
112,200,dirt,1,173
155,800,paved,1,209
149,350,sand,0,180
106,400,paved,0,108
148,0,paved,1,198
87,2000,rocky,1,187
193,1200,sand,0,229
147,250,paved,0,148
183,200,paved,1,234
170,400,paved,1,222
116,650,paved,0,119
196,1800,rocky,1,295
99,900,paved,1,153
161,1550,sand,0,198
175,700,sand,1,258
82,1450,paved,0,89
68,1050,sand,0,103
141,1450,sand,1,228
120,500,paved,1,172
125,1350,rocky,0,171
116,700,dirt,1,179
22,200,rocky,0,63
11,1050,paved,0,16
79,1800,dirt,1,148
191,500,dirt,1,253
5,1650,rocky,1,103
175,0,rocky,0,215
44,1450,paved,0,51
141,1200,sand,0,177
174,1550,sand,1,261
107,700,sand,0,140
117,1950,paved,1,176
2,100,paved,0,2
135,1700,sand,1,223
67,50,paved,0,67
107,1700,paved,0,115
173,1050,paved,0,178
121,1050,paved,0,126
12,1200,rocky,1,108
113,750,rocky,0,156
13,1400,paved,0,20
29,1600,sand,0,67
163,1050,sand,1,248
100,1250,rocky,0,146
128,100,rocky,0,168
40,1350,sand,1,126
114,600,dirt,1,177
102,250,sand,1,183
24,400,rocky,1,116
12,850,rocky,1,106
195,100,rocky,1,285
98,1300,sand,0,134
193,950,dirt,0,207
107,1250,rocky,0,153
182,1750,paved,0,190
87,1550,sand,1,174
144,500,sand,1,226
75,1550,dirt,0,92
89,750,paved,0,92
54,900,rocky,0,98
155,900,dirt,0,169
123,1650,paved,0,131
27,650,paved,1,80
190,250,dirt,0,201
93,50,sand,0,123
182,900,rocky,1,276
9,1600,sand,0,47
51,2000,sand,0,91
32,450,rocky,1,124
156,1500,rocky,1,253
169,1550,rocky,1,266
91,700,dirt,1,154
194,400,sand,0,226
152,1000,paved,1,207
184,1150,paved,1,239
95,1750,dirt,1,163
39,1400,sand,1,126
106,200,dirt,0,117
183,1400,rocky,1,280
93,400,sand,0,125
115,1350,sand,1,201
157,1950,rocky,1,256
160,1550,paved,1,217
14,1800,rocky,1,113
82,250,rocky,1,173
9,850,sand,0,43
36,1550,sand,1,123
93,2000,rocky,0,143
138,1400,sand,0,175
117,250,paved,0,118
138,900,dirt,1,202
156,1700,paved,0,164
98,1750,sand,1,186
98,1050,sand,1,183
66,1850,rocky,0,115
101,1000,sand,1,186
194,1300,paved,1,250
88,1400,sand,0,125
161,150,dirt,1,221
81,1900,rocky,0,130
64,1250,rocky,1,160
151,0,paved,0,151
60,950,rocky,1,154
1,750,dirt,1,64
137,650,rocky,1,230
143,1850,paved,0,152
34,200,paved,0,35
35,1150,sand,1,120
123,1700,dirt,1,191
28,1350,sand,0,64
152,1400,dirt,0,169
195,150,sand,0,225
67,1650,dirt,1,135
150,1700,dirt,1,218
172,700,sand,1,255
108,50,dirt,1,168
134,1350,sand,0,170
137,1850,paved,0,146
76,1100,rocky,1,171
163,300,rocky,1,254
156,750,dirt,0,169
104,200,paved,0,105
50,300,paved,0,51
3,1100,sand,1,88
73,1350,paved,0,79
188,1750,paved,0,196
103,750,sand,0,136
105,0,paved,1,155
50,350,sand,0,81
39,1250,paved,0,45
68,50,rocky,0,108
195,1900,rocky,0,244
195,1950,dirt,0,214
97,1400,rocky,1,194
132,2000,dirt,0,152
11,1700,sand,0,49
63,1500,paved,0,70
10,1800,paved,1,69
49,1050,dirt,0,64
3,500,dirt,1,65
184,1050,sand,1,269
120,850,paved,1,174
35,350,paved,0,36
117,0,dirt,0,127
118,1650,sand,0,156
181,350,paved,0,182
160,500,paved,1,212
121,600,sand,0,154
183,1900,paved,1,242
94,1400,paved,1,151
170,1450,paved,1,227
194,1000,sand,0,229
115,500,paved,1,167
69,450,sand,1,151
148,500,sand,1,230
82,1050,rocky,0,127
165,1050,dirt,1,230
126,700,paved,1,179
196,1350,rocky,1,292
108,1050,paved,0,113
118,1550,dirt,0,135
134,1300,paved,0,140
181,500,rocky,1,273
55,1900,dirt,0,74
177,1850,paved,1,236
191,300,sand,0,222
148,550,rocky,1,240
118,1650,paved,0,126
27,200,sand,1,108
10,1500,paved,1,67
176,250,rocky,1,267
157,1400,dirt,0,174
107,1750,rocky,1,205
54,1000,rocky,1,149
153,350,rocky,1,244
199,1000,paved,1,254
109,550,rocky,0,151
21,1000,paved,0,26
169,1550,sand,0,206
171,700,dirt,1,234
31,650,sand,0,64
85,1250,paved,0,91
174,150,sand,1,254
124,350,paved,1,175
171,1200,sand,1,257
141,1300,paved,1,197
67,450,dirt,0,79
141,600,rocky,0,184
166,550,paved,1,218
47,1600,sand,0,85
86,850,sand,0,120
60,450,sand,0,92
128,250,dirt,0,139
134,200,sand,1,215
67,1150,dirt,0,82
44,600,rocky,1,137
124,500,dirt,0,136
120,450,paved,1,172
103,1300,dirt,0,119
23,1450,paved,0,30
49,1400,paved,0,56
71,1000,paved,0,76
26,750,paved,0,29
155,550,dirt,0,167
126,1900,paved,0,135
58,1250,dirt,1,124
123,700,dirt,1,186
28,900,paved,1,82
46,2000,sand,0,86
77,1000,paved,0,82
13,900,dirt,0,27
180,700,sand,1,263
125,50,dirt,1,185
199,900,sand,1,283
89,750,dirt,1,152
160,1850,rocky,1,259
197,0,paved,1,247
57,1650,paved,0,65
8,1750,sand,0,46
142,650,sand,0,175
87,1650,dirt,0,105
12,750,rocky,0,55
35,200,rocky,1,126
84,1350,sand,0,120
114,1950,paved,0,123
110,1600,sand,0,148
143,1500,dirt,0,160
173,1300,dirt,1,239
45,650,dirt,0,58
108,1100,dirt,1,173
32,1700,dirt,0,50
3,1500,paved,1,60
94,200,dirt,1,155
28,1200,dirt,0,44
152,1750,paved,0,160
154,250,paved,0,155
152,150,dirt,1,212
89,450,rocky,0,131
109,300,paved,1,160
178,700,paved,0,181
183,600,dirt,1,246
116,600,dirt,0,129
158,950,paved,1,212
78,450,dirt,1,140
67,500,rocky,1,159
23,1300,sand,1,109
